Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71798466,0,"Friday, June  8, 2012 19:23:59 UTC",37.6368,-119.0293,1.3,4.60,10,"Long Valley area, California"
ci,15161993,0,"Friday, June  8, 2012 19:03:12 UTC",33.1727,-115.6110,1.7,0.10,21,"Southern California"
ak,10488928,2,"Friday, June  8, 2012 18:27:36 UTC",62.2171,-147.8790,4.3,39.40,97,"Central Alaska"
nc,71798416,0,"Friday, June  8, 2012 18:05:58 UTC",39.9650,-122.1768,1.8,33.30,11,"Northern California"
ak,10488909,1,"Friday, June  8, 2012 17:53:51 UTC",61.8917,-147.6837,2.7,48.60,33,"Southern Alaska"
ak,10488895,1,"Friday, June  8, 2012 17:00:24 UTC",61.1793,-150.8375,1.0,12.30, 7,"Southern Alaska"
ak,10488890,1,"Friday, June  8, 2012 16:51:53 UTC",62.5141,-151.5591,1.8,104.10,14,"Central Alaska"
ci,15161969,0,"Friday, June  8, 2012 16:40:35 UTC",33.8428,-117.4925,1.6,4.00,39,"Greater Los Angeles area, California"
ci,15161961,0,"Friday, June  8, 2012 16:27:54 UTC",33.6992,-117.3880,1.7,0.10,24,"Southern California"
us,b000aani,9,"Friday, June  8, 2012 16:15:14 UTC",29.7476,50.6939,4.9,33.40,88,"southern Iran"
ci,15161929,0,"Friday, June  8, 2012 16:14:48 UTC",34.0112,-116.9793,1.2,8.10,34,"Southern California"
ak,10488871,1,"Friday, June  8, 2012 16:02:44 UTC",62.8694,-143.4143,1.6,0.00, 7,"Central Alaska"
hv,60357191,1,"Friday, June  8, 2012 15:44:09 UTC",19.0132,-155.3343,1.9,49.20, 9,"Island of Hawaii, Hawaii"
hv,60357181,1,"Friday, June  8, 2012 15:17:30 UTC",19.4047,-155.3038,2.1,4.30,19,"Island of Hawaii, Hawaii"
nc,71798376,0,"Friday, June  8, 2012 15:15:14 UTC",39.4145,-120.1242,1.6,1.10,12,"Northern California"
hv,60357171,1,"Friday, June  8, 2012 15:00:32 UTC",19.4265,-155.2647,1.7,4.00,13,"Island of Hawaii, Hawaii"
hv,60357166,1,"Friday, June  8, 2012 14:59:38 UTC",19.3668,-155.2148,2.0,3.70,44,"Island of Hawaii, Hawaii"
ak,10488861,1,"Friday, June  8, 2012 14:55:22 UTC",59.9873,-153.0000,1.6,4.10, 8,"Southern Alaska"
nc,71798361,0,"Friday, June  8, 2012 14:20:39 UTC",38.8267,-122.7893,1.0,3.50,14,"Northern California"
ak,10488846,1,"Friday, June  8, 2012 14:04:08 UTC",62.2364,-147.8796,2.2,66.60,12,"Central Alaska"
ak,10488844,1,"Friday, June  8, 2012 13:37:37 UTC",61.3190,-151.1818,1.4,51.90, 9,"Southern Alaska"
ci,15161889,0,"Friday, June  8, 2012 13:14:40 UTC",34.3253,-116.4610,1.8,1.50,54,"Southern California"
ak,10488833,1,"Friday, June  8, 2012 13:08:35 UTC",63.5793,-146.9794,1.4,27.80, 7,"Central Alaska"
ci,15161873,0,"Friday, June  8, 2012 13:01:58 UTC",33.0268,-115.8810,1.7,6.50,51,"Southern California"
us,b000aaie,6,"Friday, June  8, 2012 12:54:27 UTC",-12.1596,-76.4789,4.6,9.90,47,"near the coast of central Peru"
ak,10488827,1,"Friday, June  8, 2012 12:32:46 UTC",63.1283,-150.4122,1.7,95.50,13,"Central Alaska"
ak,10488824,1,"Friday, June  8, 2012 12:25:03 UTC",63.4659,-150.0972,1.3,3.30, 8,"Central Alaska"
ak,10488818,1,"Friday, June  8, 2012 12:18:11 UTC",63.4845,-150.1815,1.9,0.10,19,"Central Alaska"
us,b000aagw,6,"Friday, June  8, 2012 11:36:23 UTC",-7.9126,147.3144,4.7,34.80,26,"eastern New Guinea region, Papua New Guinea"
ci,15161849,0,"Friday, June  8, 2012 11:35:25 UTC",32.2730,-116.0060,2.1,15.50,24,"Baja California, Mexico"
nc,71798316,3,"Friday, June  8, 2012 11:33:56 UTC",38.8142,-122.7970,1.8,2.30,56,"Northern California"
nn,00378936,9,"Friday, June  8, 2012 11:33:34 UTC",37.3575,-117.1209,2.5,8.00,19,"Nevada"
us,b000aagx,3,"Friday, June  8, 2012 11:31:05 UTC",-30.7730,150.5400,4.3,17.00, 0,"New South Wales, Australia"
nn,00378935,9,"Friday, June  8, 2012 11:28:11 UTC",37.3673,-117.1216,2.0,4.30, 5,"Nevada"
nn,00378934,9,"Friday, June  8, 2012 11:17:53 UTC",37.3753,-117.1075,1.0,7.00,15,"Nevada"
nn,00378933,9,"Friday, June  8, 2012 11:14:46 UTC",37.3384,-117.1255,1.4,7.10,15,"Nevada"
nn,00378930,9,"Friday, June  8, 2012 11:03:01 UTC",37.3735,-117.1176,2.1,6.40,10,"Nevada"
nn,00378929,9,"Friday, June  8, 2012 11:01:23 UTC",37.3487,-117.1297,2.2,7.50,18,"Nevada"
us,b000aaft,8,"Friday, June  8, 2012 10:47:09 UTC",-22.9550,-175.4153,4.6,34.30,39,"Tonga region"
ak,10488794,1,"Friday, June  8, 2012 10:37:10 UTC",61.6010,-151.5935,1.7,73.80,14,"Southern Alaska"
nc,71798286,0,"Friday, June  8, 2012 10:23:48 UTC",36.8420,-121.5755,1.4,4.10,20,"Central California"
ci,15161793,0,"Friday, June  8, 2012 10:11:54 UTC",32.3067,-115.3560,2.1,32.00,25,"Baja California, Mexico"
ci,15161785,0,"Friday, June  8, 2012 10:01:00 UTC",33.1858,-115.7163,1.7,2.10,12,"Southern California"
ak,10488782,1,"Friday, June  8, 2012 08:37:42 UTC",59.4804,-152.8584,2.4,80.60,15,"Southern Alaska"
se,060812c,A,"Friday, June  8, 2012 08:26:43 UTC",34.8598,-85.1282,2.0,12.60, 8,"Georgia, USA"
ak,10488767,1,"Friday, June  8, 2012 08:24:42 UTC",62.8562,-150.8066,3.1,94.60,55,"Central Alaska"
ak,10488765,1,"Friday, June  8, 2012 08:23:55 UTC",59.9702,-141.4476,1.9,16.00,20,"Southeastern Alaska"
ak,10488759,1,"Friday, June  8, 2012 08:07:42 UTC",65.4552,-144.8052,2.3,0.00,16,"northern Alaska"
se,060812a,A,"Friday, June  8, 2012 07:57:48 UTC",34.8689,-85.1350,2.0,10.10,10,"Georgia, USA"
ak,10488752,1,"Friday, June  8, 2012 07:18:03 UTC",63.1278,-151.5370,1.0,0.90, 6,"Central Alaska"
us,b000aabt,7,"Friday, June  8, 2012 07:04:23 UTC",-5.8558,107.4206,4.5,303.50,114,"Java, Indonesia"
ak,10488748,1,"Friday, June  8, 2012 06:59:51 UTC",63.5938,-150.6767,1.1,5.00,13,"Central Alaska"
us,b000aabf,6,"Friday, June  8, 2012 06:29:12 UTC",3.6836,127.2614,4.9,35.20,109,"Kepulauan Talaud, Indonesia"
nc,71798201,4,"Friday, June  8, 2012 06:10:20 UTC",39.9142,-120.6858,1.6,15.70,16,"Northern California"
ci,15161705,0,"Friday, June  8, 2012 06:06:58 UTC",33.1118,-116.6075,1.7,28.50,12,"Southern California"
ak,10488732,1,"Friday, June  8, 2012 05:51:43 UTC",60.7274,-152.9810,2.1,166.60,16,"Southern Alaska"
ci,15161681,0,"Friday, June  8, 2012 05:49:42 UTC",32.9012,-117.2450,1.3,0.50,21,"San Diego County urban area, California"
ci,15161609,0,"Friday, June  8, 2012 05:40:19 UTC",33.2873,-115.6248,1.9,1.80,17,"Southern California"
ci,15161601,0,"Friday, June  8, 2012 05:39:18 UTC",34.3603,-116.4542,2.1,8.30,96,"Southern California"
ci,15161585,0,"Friday, June  8, 2012 05:38:48 UTC",33.1843,-115.6123,2.4,0.10,49,"Southern California"
ci,15161569,0,"Friday, June  8, 2012 05:28:48 UTC",33.1825,-115.6190,1.3,0.30,14,"Southern California"
ci,15161553,0,"Friday, June  8, 2012 05:27:39 UTC",34.3243,-116.8400,1.6,0.20,62,"Southern California"
us,b000aaak,B,"Friday, June  8, 2012 05:22:39 UTC",37.5284,141.9297,5.0,40.80,378,"near the east coast of Honshu, Japan"
us,b000aaaj,4,"Friday, June  8, 2012 05:15:51 UTC",31.0525,130.8962,4.5,69.10,34,"Kyushu, Japan"
us,b000aaa8,4,"Friday, June  8, 2012 04:29:51 UTC",-4.2227,135.5493,4.6,35.00,22,"near the south coast of Papua, Indonesia"
us,b000aaa6,9,"Friday, June  8, 2012 04:27:24 UTC",37.0254,138.4937,4.5,133.30,24,"near the west coast of Honshu, Japan"
nc,71798186,0,"Friday, June  8, 2012 04:26:54 UTC",35.5513,-120.7768,1.2,5.10,14,"Central California"
nc,71798181,4,"Friday, June  8, 2012 04:20:47 UTC",37.2835,-120.0300,2.4,22.10,15,"Central California"
us,b000aa9w,9,"Friday, June  8, 2012 04:19:03 UTC",-1.6021,-81.5008,4.9,29.60,187,"off the coast of Ecuador"
us,b000aa9s,4,"Friday, June  8, 2012 04:10:36 UTC",37.0565,141.1081,4.5,19.90,31,"near the east coast of Honshu, Japan"
pr,12160001,0,"Friday, June  8, 2012 04:08:21 UTC",18.8400,-67.8079,2.7,9.80, 7,"Dominican Republic region"
ak,10488702,1,"Friday, June  8, 2012 04:00:52 UTC",63.2668,-151.0996,2.0,8.40,13,"Central Alaska"
ci,15161513,0,"Friday, June  8, 2012 03:56:26 UTC",33.7903,-116.4938,1.5,9.30,14,"Southern California"
ci,15161505,0,"Friday, June  8, 2012 03:54:00 UTC",33.2950,-115.6762,2.2,10.40,15,"Southern California"
us,b000aa91,6,"Friday, June  8, 2012 03:44:28 UTC",41.3543,20.8774,4.5,10.00,49,"Macedonia"
ci,15161465,0,"Friday, June  8, 2012 03:39:21 UTC",33.4980,-116.0680,1.7,6.80,12,"Southern California"
ci,15161457,0,"Friday, June  8, 2012 03:38:14 UTC",33.2053,-115.6022,1.8,0.00,29,"Southern California"
pr,12160000,0,"Friday, June  8, 2012 03:36:20 UTC",17.9449,-64.9670,2.7,34.80, 5,"Virgin Islands region"
nc,71798166,3,"Friday, June  8, 2012 03:35:29 UTC",36.9632,-121.6048,2.1,5.30,83,"Northern California"
ci,15161425,0,"Friday, June  8, 2012 03:32:18 UTC",33.1718,-115.6288,1.8,0.40,32,"Southern California"
ci,15161401,0,"Friday, June  8, 2012 03:30:26 UTC",33.1780,-115.6122,1.8,0.00,16,"Southern California"
ci,15161393,0,"Friday, June  8, 2012 03:28:37 UTC",33.1808,-115.6067,1.3,0.10,11,"Southern California"
ci,15161377,0,"Friday, June  8, 2012 03:25:14 UTC",33.6345,-116.3938,1.7,6.80,20,"Southern California"
ci,15161345,2,"Friday, June  8, 2012 03:23:58 UTC",33.1772,-115.6183,2.6,1.20,79,"Southern California"
ci,15161321,2,"Friday, June  8, 2012 03:20:28 UTC",33.1605,-115.6172,1.1,1.00,19,"Southern California"
ci,15161297,2,"Friday, June  8, 2012 03:18:46 UTC",33.1748,-115.6185,1.9,1.30,40,"Southern California"
ci,15161281,0,"Friday, June  8, 2012 03:17:17 UTC",33.4903,-116.1858,2.1,9.20,43,"Southern California"
ak,10488674,1,"Friday, June  8, 2012 03:14:38 UTC",62.8488,-150.3133,2.6,93.10,49,"Central Alaska"
ci,15161257,0,"Friday, June  8, 2012 03:13:44 UTC",33.0368,-116.1218,1.3,29.50,14,"Southern California"
ci,15161241,0,"Friday, June  8, 2012 03:13:34 UTC",33.1872,-115.6145,1.5,0.10,16,"Southern California"
ci,15161233,0,"Friday, June  8, 2012 03:13:07 UTC",33.2937,-115.5642,2.0,3.80,18,"Southern California"
nc,71798161,1,"Friday, June  8, 2012 03:10:16 UTC",38.8135,-122.7828,1.6,1.90,31,"Northern California"
ci,15161193,0,"Friday, June  8, 2012 03:09:39 UTC",33.1903,-115.6933,1.9,13.50,17,"Southern California"
ci,15161153,0,"Friday, June  8, 2012 03:08:27 UTC",33.2455,-115.6342,2.0,2.80,17,"Southern California"
ci,15161113,0,"Friday, June  8, 2012 03:02:05 UTC",33.1890,-116.7472,1.8,55.10,17,"Southern California"
ci,15161097,0,"Friday, June  8, 2012 03:01:24 UTC",33.1750,-115.6193,2.0,0.10,55,"Southern California"
ci,15161057,0,"Friday, June  8, 2012 02:53:33 UTC",33.1753,-115.6197,1.7,0.10,37,"Southern California"
ci,15161041,0,"Friday, June  8, 2012 02:48:11 UTC",34.9487,-116.7232,2.1,1.80,43,"Southern California"
ci,15161049,2,"Friday, June  8, 2012 02:46:56 UTC",33.1837,-115.6215,1.2,5.30,13,"Southern California"
ci,15161033,2,"Friday, June  8, 2012 02:39:06 UTC",33.2053,-115.6600,1.8,15.90,13,"Southern California"
nc,71798146,1,"Friday, June  8, 2012 02:11:51 UTC",38.8230,-122.7925,1.6,3.30,38,"Northern California"
nm,060812b,A,"Friday, June  8, 2012 01:58:34 UTC",36.4816,-92.8320,2.3,3.70,15,"Arkansas"
nn,00378905,9,"Friday, June  8, 2012 01:39:12 UTC",37.3918,-115.1105,1.1,12.00, 7,"Nevada"
ci,15161017,2,"Friday, June  8, 2012 01:25:17 UTC",33.3415,-116.3918,1.1,12.50,45,"Southern California"
ci,15161009,2,"Friday, June  8, 2012 00:56:14 UTC",35.6622,-118.4665,1.0,9.90,23,"Central California"
ci,15161001,2,"Friday, June  8, 2012 00:37:31 UTC",33.5112,-116.5012,1.6,13.50,36,"Southern California"
us,b000aa6c,5,"Friday, June  8, 2012 00:35:02 UTC",11.8039,-86.4340,4.2,79.00,25,"near the coast of Nicaragua"
uw,60426116,1,"Friday, June  8, 2012 00:24:09 UTC",46.2832,-124.1915,1.6,25.60,22,"offshore Washington"
ak,10488618,1,"Thursday, June  7, 2012 23:59:14 UTC",64.3007,-147.1685,1.3,33.90, 5,"Central Alaska"
ci,15160993,4,"Thursday, June  7, 2012 23:58:41 UTC",34.5982,-119.3617,1.9,6.70,23,"Southern California"
ak,10488608,1,"Thursday, June  7, 2012 23:36:10 UTC",61.3591,-146.6502,1.0,50.80, 7,"Southern Alaska"
nc,71798111,0,"Thursday, June  7, 2012 23:28:47 UTC",38.8412,-122.8287,1.1,2.50,20,"Northern California"
us,b000aa4c,6,"Thursday, June  7, 2012 23:19:26 UTC",58.1043,-124.6641,4.1,14.50,81,"British Columbia, Canada"
ak,10488590,1,"Thursday, June  7, 2012 23:06:42 UTC",64.9153,-147.5926,1.5,0.00,10,"Central Alaska"
ci,15160985,4,"Thursday, June  7, 2012 22:57:08 UTC",33.8497,-115.6097,1.6,4.30,40,"Southern California"
ak,10488578,1,"Thursday, June  7, 2012 22:38:15 UTC",61.0032,-146.8190,1.5,14.10,10,"Southern Alaska"
ci,15160969,2,"Thursday, June  7, 2012 22:11:58 UTC",34.9500,-116.7208,1.7,1.10,34,"Southern California"
us,b000aa2k,4,"Thursday, June  7, 2012 22:08:00 UTC",-7.3148,129.4253,4.3,145.30,20,"Kepulauan Babar, Indonesia"
us,b000aa2e,5,"Thursday, June  7, 2012 22:02:36 UTC",2.6274,128.6229,4.5,105.60,29,"Halmahera, Indonesia"
ak,10488547,1,"Thursday, June  7, 2012 21:48:42 UTC",61.6076,-148.2142,1.4,10.30,14,"Southern Alaska"
ci,15160961,2,"Thursday, June  7, 2012 21:29:39 UTC",32.6763,-115.9532,1.5,3.60,31,"Southern California"
nc,71798076,3,"Thursday, June  7, 2012 21:12:31 UTC",36.8688,-121.6052,1.8,9.40,59,"Central California"
nc,71798081,4,"Thursday, June  7, 2012 21:10:20 UTC",38.9763,-122.9308,1.7,0.00,11,"Northern California"
nc,71798066,1,"Thursday, June  7, 2012 20:55:29 UTC",38.8020,-122.8130,1.1,3.10,24,"Northern California"
us,b000a9zd,6,"Thursday, June  7, 2012 20:54:27 UTC",40.8250,27.9058,4.9,10.00,124,"western Turkey"
hv,60356931,1,"Thursday, June  7, 2012 20:48:21 UTC",19.4077,-155.2410,1.9,5.20,22,"Island of Hawaii, Hawaii"
ci,15160921,2,"Thursday, June  7, 2012 20:45:21 UTC",33.0182,-116.3468,1.5,10.70,68,"Southern California"
ak,10488513,1,"Thursday, June  7, 2012 20:24:38 UTC",60.2573,-152.4208,2.1,96.60,18,"Southern Alaska"
nc,71798056,0,"Thursday, June  7, 2012 20:12:52 UTC",38.8347,-122.7533,1.0,1.20, 8,"Northern California"
ak,10488508,1,"Thursday, June  7, 2012 20:12:12 UTC",64.1465,-147.4579,1.2,2.10,14,"Central Alaska"
nc,71798051,2,"Thursday, June  7, 2012 20:00:51 UTC",37.3242,-122.1055,1.3,0.00,16,"San Francisco Bay area, California"
ak,10488501,1,"Thursday, June  7, 2012 19:59:04 UTC",64.7739,-149.6039,1.3,4.90, 8,"Central Alaska"
ci,15160897,2,"Thursday, June  7, 2012 18:57:51 UTC",33.6750,-116.7108,1.4,18.30,69,"Southern California"
nc,71798021,0,"Thursday, June  7, 2012 18:49:44 UTC",38.8433,-122.8378,1.0,2.00,18,"Northern California"
nc,71798016,2,"Thursday, June  7, 2012 18:41:16 UTC",36.8887,-121.6097,1.4,5.90,33,"Central California"
ci,15160857,4,"Thursday, June  7, 2012 18:34:36 UTC",34.0208,-117.2260,1.2,17.60,35,"Greater Los Angeles area, California"
ak,10488481,1,"Thursday, June  7, 2012 18:26:03 UTC",60.2063,-152.2888,1.9,80.00, 7,"Southern Alaska"
us,b000a9rj,5,"Thursday, June  7, 2012 18:02:42 UTC",-15.0626,-173.6819,4.8,29.20,62,"Tonga"
nc,71797996,1,"Thursday, June  7, 2012 17:32:29 UTC",38.8093,-122.8092,1.4,0.20,24,"Northern California"
ak,10488461,1,"Thursday, June  7, 2012 17:24:50 UTC",57.7912,-155.7441,2.2,3.20,12,"Alaska Peninsula"
ci,15160729,2,"Thursday, June  7, 2012 17:23:54 UTC",35.8085,-117.5342,1.0,0.00,10,"Central California"
us,b000a9pn,8,"Thursday, June  7, 2012 17:06:46 UTC",-22.4102,-65.9226,4.8,251.90,276,"Jujuy, Argentina"
se,060712a,A,"Thursday, June  7, 2012 16:54:25 UTC",34.2900,-82.1418,1.9,0.10,13,"South Carolina"
nc,71797986,2,"Thursday, June  7, 2012 16:22:50 UTC",38.9588,-122.7010,1.0,1.90,18,"Northern California"
ci,15160649,2,"Thursday, June  7, 2012 16:18:56 UTC",34.9498,-116.7210,2.0,1.70,59,"Southern California"
ci,15160625,2,"Thursday, June  7, 2012 16:08:32 UTC",34.3417,-116.8872,1.2,0.00,18,"Southern California"
us,b000a9lp,A,"Thursday, June  7, 2012 16:03:18 UTC",-15.9192,-72.5161,6.0,99.70,450,"southern Peru"
ak,10488420,1,"Thursday, June  7, 2012 15:32:57 UTC",59.7965,-150.7371,1.2,40.90, 4,"Kenai Peninsula, Alaska"
ci,15160609,2,"Thursday, June  7, 2012 15:21:33 UTC",34.6162,-116.5697,1.4,8.90,20,"Southern California"
ci,37056203,2,"Thursday, June  7, 2012 15:20:28 UTC",34.6127,-116.5803,1.4,8.60,16,"Southern California"
pr,12159002,0,"Thursday, June  7, 2012 15:20:03 UTC",19.3556,-66.0302,3.1,89.80, 8,"Puerto Rico region"
ak,10488406,1,"Thursday, June  7, 2012 15:03:24 UTC",61.5315,-150.6349,1.7,0.00,15,"Southern Alaska"
ak,10488399,1,"Thursday, June  7, 2012 14:54:59 UTC",62.8023,-149.5655,1.7,69.50,18,"Central Alaska"
nc,71797956,2,"Thursday, June  7, 2012 14:45:38 UTC",39.2780,-123.2208,2.0,8.30,31,"Northern California"
ak,10488391,1,"Thursday, June  7, 2012 14:31:24 UTC",62.0108,-150.7541,1.5,42.70, 8,"Central Alaska"
ak,10488389,1,"Thursday, June  7, 2012 14:21:58 UTC",62.7965,-151.9887,1.1,1.10, 4,"Central Alaska"
ak,10488381,1,"Thursday, June  7, 2012 13:59:08 UTC",62.1260,-147.8142,1.7,32.40,15,"Central Alaska"
nc,71797936,3,"Thursday, June  7, 2012 13:08:23 UTC",40.3462,-122.0665,2.0,12.20,20,"Northern California"
ci,15160577,4,"Thursday, June  7, 2012 13:02:22 UTC",32.7055,-115.7488,1.5,8.10,24,"Southern California"
nc,71797931,3,"Thursday, June  7, 2012 12:43:42 UTC",38.7970,-122.8123,1.3,3.90,49,"Northern California"
hv,60356816,1,"Thursday, June  7, 2012 12:35:58 UTC",19.8130,-156.1408,2.3,7.50,26,"Hawaii region, Hawaii"
uw,60425946,2,"Thursday, June  7, 2012 12:31:55 UTC",41.8833,-119.8448,1.7,0.00, 5,"Nevada"
nc,71797921,2,"Thursday, June  7, 2012 12:17:29 UTC",35.5730,-120.7787,1.0,1.50,17,"Central California"
ak,10488361,1,"Thursday, June  7, 2012 10:57:56 UTC",60.2339,-151.6338,1.4,28.00, 5,"Kenai Peninsula, Alaska"
ak,10488458,2,"Thursday, June  7, 2012 10:31:05 UTC",61.5069,-151.7547,1.1,81.00, 9,"Southern Alaska"
pr,12159001,0,"Thursday, June  7, 2012 10:22:16 UTC",18.9629,-65.8270,3.1,12.70,11,"Puerto Rico region"
us,b000a98w,6,"Thursday, June  7, 2012 10:17:15 UTC",41.3480,20.8778,4.5,9.80,65,"Macedonia"
ak,10488354,1,"Thursday, June  7, 2012 10:06:43 UTC",60.6890,-151.5303,1.3,32.10, 5,"Kenai Peninsula, Alaska"
ci,15160569,2,"Thursday, June  7, 2012 09:52:10 UTC",33.2953,-116.7560,1.2,12.10,66,"Southern California"
hv,60356801,1,"Thursday, June  7, 2012 09:46:10 UTC",19.0278,-155.4468,2.2,41.30,41,"Island of Hawaii, Hawaii"
ci,15160561,2,"Thursday, June  7, 2012 09:37:01 UTC",34.3757,-117.6875,1.0,10.70,39,"Southern California"
ak,10488345,1,"Thursday, June  7, 2012 09:24:55 UTC",63.6089,-150.6589,1.7,8.90,17,"Central Alaska"
ci,15160553,2,"Thursday, June  7, 2012 09:12:25 UTC",33.2955,-116.7565,1.6,12.50,80,"Southern California"
hv,60356776,1,"Thursday, June  7, 2012 09:03:18 UTC",19.5832,-155.3223,1.8,31.00,42,"Island of Hawaii, Hawaii"
us,b000a97q,6,"Thursday, June  7, 2012 09:01:52 UTC",-20.1250,-176.3017,5.9,271.50,530,"Fiji region"
hv,60356771,1,"Thursday, June  7, 2012 08:39:43 UTC",19.3703,-155.4955,2.7,7.50,61,"Island of Hawaii, Hawaii"
ci,15160545,2,"Thursday, June  7, 2012 08:31:58 UTC",32.5112,-115.6110,2.3,13.90,45,"Baja California, Mexico"
pr,12159000,0,"Thursday, June  7, 2012 08:26:27 UTC",19.3290,-65.8509,3.1,6.10, 7,"Puerto Rico region"
nc,71797871,2,"Thursday, June  7, 2012 08:12:13 UTC",38.7433,-122.7095,1.9,2.10,56,"Northern California"
ak,10488317,2,"Thursday, June  7, 2012 08:03:55 UTC",61.5065,-151.4035,1.3,79.10,11,"Southern Alaska"
ak,10488313,1,"Thursday, June  7, 2012 07:51:28 UTC",63.5295,-147.2876,1.3,0.00, 9,"Central Alaska"
us,b000a972,4,"Thursday, June  7, 2012 07:40:55 UTC",-31.6210,-71.4159,4.7,51.90,57,"Coquimbo, Chile"
ak,10488302,1,"Thursday, June  7, 2012 06:50:09 UTC",62.1981,-147.9496,2.6,17.40,54,"Central Alaska"
hv,60356741,1,"Thursday, June  7, 2012 06:47:15 UTC",19.2645,-155.4710,2.0,7.40,31,"Island of Hawaii, Hawaii"
uw,60425886,1,"Thursday, June  7, 2012 06:43:10 UTC",48.6412,-123.1262,1.8,13.10,31,"San Juan Islands region, Washington"
nc,71797856,2,"Thursday, June  7, 2012 06:38:31 UTC",36.9492,-121.3925,1.0,7.90,33,"Central California"
nc,71797851,2,"Thursday, June  7, 2012 06:25:44 UTC",35.9340,-120.9750,1.2,5.50,32,"Central California"
ci,15160505,2,"Thursday, June  7, 2012 06:17:52 UTC",32.2292,-115.2417,2.6,10.00,23,"Baja California, Mexico"
mb,28258,1,"Thursday, June  7, 2012 06:06:40 UTC",47.4470,-112.8753,1.2,12.40,10,"western Montana"
us,b000a96h,5,"Thursday, June  7, 2012 06:04:00 UTC",-25.8848,-177.2710,4.8,114.40,35,"south of the Fiji Islands"
hv,60356716,1,"Thursday, June  7, 2012 05:58:22 UTC",19.2047,-155.2568,2.1,45.60,33,"Island of Hawaii, Hawaii"
ci,15160497,2,"Thursday, June  7, 2012 05:32:54 UTC",33.9990,-118.4132,1.5,11.20,39,"Greater Los Angeles area, California"
ak,10488288,1,"Thursday, June  7, 2012 05:32:39 UTC",63.4267,-153.5202,1.3,5.50, 6,"Central Alaska"
hv,60356711,1,"Thursday, June  7, 2012 05:32:05 UTC",19.2290,-155.4140,2.1,37.60,32,"Island of Hawaii, Hawaii"
ci,15160489,2,"Thursday, June  7, 2012 05:22:33 UTC",34.0067,-116.3202,1.7,9.70,63,"Southern California"
us,b000a95z,8,"Thursday, June  7, 2012 05:17:11 UTC",-0.8987,133.3155,4.7,41.40,46,"near the north coast of Papua, Indonesia"
ak,10488279,1,"Thursday, June  7, 2012 05:09:19 UTC",63.5341,-148.0853,1.0,0.10, 8,"Central Alaska"
hv,60356691,1,"Thursday, June  7, 2012 04:59:48 UTC",19.3282,-155.3843,2.7,31.80,17,"Island of Hawaii, Hawaii"
ak,10488271,1,"Thursday, June  7, 2012 04:57:41 UTC",61.0622,-146.8268,1.4,34.80,10,"Southern Alaska"
ak,10488266,1,"Thursday, June  7, 2012 04:52:24 UTC",59.3643,-152.8483,2.5,74.90,26,"Southern Alaska"
nn,00378767,9,"Thursday, June  7, 2012 04:47:44 UTC",39.8675,-118.4098,1.4,4.00, 4,"Nevada"
nc,71797836,2,"Thursday, June  7, 2012 04:30:34 UTC",35.5108,-120.2590,1.5,14.10,38,"Central California"
us,b000a95q,A,"Thursday, June  7, 2012 04:05:05 UTC",-35.9934,-70.7722,5.8,7.00,353,"Maule, Chile"
nc,71797816,3,"Thursday, June  7, 2012 03:56:10 UTC",35.7183,-121.0285,1.8,6.20,48,"Central California"
hv,60356676,1,"Thursday, June  7, 2012 03:42:16 UTC",19.4455,-155.2403,2.7,30.80,61,"Island of Hawaii, Hawaii"
ak,10488247,1,"Thursday, June  7, 2012 03:38:23 UTC",63.5869,-147.7604,1.5,0.60,14,"Central Alaska"
nc,71797796,3,"Thursday, June  7, 2012 03:34:24 UTC",38.8245,-122.7965,1.2,3.40,48,"Northern California"
nc,71797781,3,"Thursday, June  7, 2012 03:09:41 UTC",38.8357,-122.8030,1.4,2.80,42,"Northern California"
ci,15160337,2,"Thursday, June  7, 2012 03:07:59 UTC",34.9475,-116.7207,1.6,6.10,28,"Southern California"
ak,10488239,1,"Thursday, June  7, 2012 02:53:53 UTC",61.3826,-146.7230,1.2,34.60, 7,"Southern Alaska"
ak,10488234,1,"Thursday, June  7, 2012 02:48:48 UTC",64.4862,-149.4903,1.1,13.20,11,"Central Alaska"
hv,60356621,1,"Thursday, June  7, 2012 02:28:39 UTC",19.2622,-155.0308,2.1,5.50,27,"Island of Hawaii, Hawaii"
nc,71797756,2,"Thursday, June  7, 2012 02:28:01 UTC",39.4982,-121.9858,1.2,12.60,13,"Northern California"
nc,71797751,3,"Thursday, June  7, 2012 02:23:31 UTC",35.5153,-120.2513,1.8,13.30,66,"Central California"
ak,10488225,1,"Thursday, June  7, 2012 01:41:49 UTC",63.6414,-149.8069,1.1,129.10, 9,"Central Alaska"
us,b000a950,4,"Thursday, June  7, 2012 01:10:30 UTC",1.6063,126.6232,4.9,52.40,29,"Molucca Sea"
nn,00378761,9,"Thursday, June  7, 2012 01:05:21 UTC",38.6497,-119.5687,1.1,5.60, 8,"Central California"
ak,10488218,1,"Thursday, June  7, 2012 01:03:47 UTC",66.2609,-150.5055,1.6,0.00, 6,"northern Alaska"
uw,60425836,1,"Thursday, June  7, 2012 00:49:21 UTC",48.5998,-119.3592,2.0,8.60, 8,"Washington"
ci,15160289,2,"Thursday, June  7, 2012 00:26:08 UTC",32.8912,-116.2690,1.6,10.00,62,"Southern California"
