Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71796991,1,"Tuesday, June  5, 2012 10:02:15 UTC",38.8213,-122.7967,1.4,3.20,33,"Northern California"
us,b000a7bf,4,"Tuesday, June  5, 2012 09:56:30 UTC",24.1507,122.2857,4.6,37.00,60,"Taiwan region"
ak,10486732,1,"Tuesday, June  5, 2012 09:17:50 UTC",60.0885,-148.4816,2.4,0.10,13,"Kenai Peninsula, Alaska"
ak,10486727,1,"Tuesday, June  5, 2012 09:09:38 UTC",62.2572,-149.7526,1.8,6.00,10,"Central Alaska"
nc,71796986,3,"Tuesday, June  5, 2012 09:05:00 UTC",37.8580,-121.8923,2.0,8.40,66,"San Francisco Bay area, California"
ci,15159489,2,"Tuesday, June  5, 2012 08:47:19 UTC",36.0837,-117.8700,1.3,3.70,31,"Central California"
ak,10486719,1,"Tuesday, June  5, 2012 08:36:23 UTC",63.4917,-148.3153,1.1,2.20, 7,"Central Alaska"
ci,15159481,4,"Tuesday, June  5, 2012 08:31:16 UTC",33.1380,-115.7000,1.3,0.20,16,"Southern California"
nc,71796966,1,"Tuesday, June  5, 2012 08:08:43 UTC",38.8730,-122.8242,1.6,2.20,29,"Northern California"
nc,71796951,0,"Tuesday, June  5, 2012 07:56:11 UTC",38.8723,-122.8250,1.0,2.50,11,"Northern California"
nc,71796941,3,"Tuesday, June  5, 2012 07:54:15 UTC",38.8740,-122.8228,1.9,2.10,65,"Northern California"
pr,12157004,0,"Tuesday, June  5, 2012 07:52:27 UTC",19.1459,-64.6610,2.8,52.40, 4,"Virgin Islands region"
ak,10486698,1,"Tuesday, June  5, 2012 07:49:32 UTC",61.3388,-150.5507,2.2,47.30,10,"Southern Alaska"
us,b000a78w,7,"Tuesday, June  5, 2012 07:47:08 UTC",38.2601,-30.5620,4.9,10.00,194,"Azores Islands, Portugal"
us,b000a78q,6,"Tuesday, June  5, 2012 07:32:48 UTC",-0.7971,133.3602,4.7,34.40,41,"near the north coast of Papua, Indonesia"
us,b000a78c,6,"Tuesday, June  5, 2012 07:20:52 UTC",-18.1508,168.2656,5.2,80.50,63,"Vanuatu"
ak,10486687,1,"Tuesday, June  5, 2012 06:44:54 UTC",62.0710,-149.7259,1.8,31.50,16,"Central Alaska"
ak,10486677,1,"Tuesday, June  5, 2012 06:36:48 UTC",62.1059,-149.7742,2.3,17.00,35,"Central Alaska"
ak,10486671,1,"Tuesday, June  5, 2012 06:28:06 UTC",61.1607,-151.6825,1.5,71.30,14,"Southern Alaska"
ak,10486665,1,"Tuesday, June  5, 2012 06:24:36 UTC",61.5860,-151.8700,2.6,85.70,44,"Southern Alaska"
pr,12157003,0,"Tuesday, June  5, 2012 06:19:05 UTC",18.8360,-64.3180,3.1,42.60, 6,"Virgin Islands region"
ak,10486661,1,"Tuesday, June  5, 2012 06:07:27 UTC",60.3116,-140.7094,1.2,18.40, 7,"Southern Yukon Territory, Canada"
ak,10486657,1,"Tuesday, June  5, 2012 05:57:14 UTC",64.2799,-148.4570,1.2,2.80,10,"Central Alaska"
ak,10486652,1,"Tuesday, June  5, 2012 05:49:51 UTC",62.0847,-151.2276,1.5,69.00,14,"Central Alaska"
ci,15159441,2,"Tuesday, June  5, 2012 05:49:07 UTC",32.1123,-115.7403,3.0,12.60,25,"Baja California, Mexico"
us,b000a76d,7,"Tuesday, June  5, 2012 05:13:17 UTC",13.9519,-91.0168,4.3,74.50,116,"Guatemala"
nc,71796866,0,"Tuesday, June  5, 2012 05:09:55 UTC",38.7792,-122.7582,1.0,1.90,11,"Northern California"
ak,10486637,1,"Tuesday, June  5, 2012 04:49:52 UTC",63.0932,-151.5328,1.4,0.00, 9,"Central Alaska"
hv,60355636,1,"Tuesday, June  5, 2012 04:42:27 UTC",19.3375,-155.2853,2.0,0.00,15,"Island of Hawaii, Hawaii"
hv,60355616,1,"Tuesday, June  5, 2012 04:09:08 UTC",19.3197,-155.1523,2.3,4.50,18,"Island of Hawaii, Hawaii"
nc,71796836,2,"Tuesday, June  5, 2012 03:44:09 UTC",36.5035,-121.0867,1.1,5.20,10,"Central California"
pr,12157002,0,"Tuesday, June  5, 2012 03:33:32 UTC",19.6994,-64.2051,3.4,38.30, 7,"Virgin Islands region"
nc,71796831,4,"Tuesday, June  5, 2012 03:29:43 UTC",38.9028,-123.0320,1.6,5.40,30,"Northern California"
us,b000a756,4,"Tuesday, June  5, 2012 03:24:54 UTC",14.8074,-92.6628,4.3,80.00,27,"offshore Chiapas, Mexico"
uu,06050307,2,"Tuesday, June  5, 2012 03:07:27 UTC",41.2865,-111.6507,1.1,10.10,23,"Utah"
hv,60355566,1,"Tuesday, June  5, 2012 02:53:44 UTC",19.2725,-155.3742,1.8,33.80,22,"Island of Hawaii, Hawaii"
pr,12157000,0,"Tuesday, June  5, 2012 02:42:46 UTC",18.0590,-66.7145,2.8,48.60, 6,"Puerto Rico"
pr,12157001,0,"Tuesday, June  5, 2012 02:40:32 UTC",18.0590,-66.7145,2.6,15.60, 9,"Puerto Rico"
ci,15159417,2,"Tuesday, June  5, 2012 02:39:28 UTC",33.9263,-118.3752,1.2,12.50,11,"Greater Los Angeles area, California"
hv,60355556,2,"Tuesday, June  5, 2012 02:25:32 UTC",19.3385,-155.2758,2.9,0.30,35,"Island of Hawaii, Hawaii"
us,b000a73n,6,"Tuesday, June  5, 2012 02:07:05 UTC",48.4580,154.4224,4.5,62.60,80,"Kuril Islands"
hv,60355531,1,"Tuesday, June  5, 2012 02:03:16 UTC",19.3403,-155.2910,2.4,1.40,18,"Island of Hawaii, Hawaii"
us,b000a73w,3,"Tuesday, June  5, 2012 01:50:00 UTC",14.2177,145.3768,4.9,118.40,160,"Rota region, Northern Mariana Islands"
ci,15159401,2,"Tuesday, June  5, 2012 01:36:23 UTC",36.0355,-117.7592,1.3,3.80,24,"Central California"
hv,60355486,3,"Tuesday, June  5, 2012 01:23:10 UTC",19.3397,-155.2828,3.5,1.00,38,"Island of Hawaii, Hawaii"
nc,71796791,4,"Tuesday, June  5, 2012 01:18:06 UTC",37.4763,-121.8163,1.1,7.00,22,"San Francisco Bay area, California"
nc,71796786,2,"Tuesday, June  5, 2012 01:17:22 UTC",36.4833,-121.0600,1.0,5.80,12,"Central California"
hv,60355466,1,"Tuesday, June  5, 2012 01:05:18 UTC",19.4017,-155.2975,1.8,3.40,18,"Island of Hawaii, Hawaii"
us,b000a71t,6,"Tuesday, June  5, 2012 00:35:26 UTC",13.5131,-44.8761,5.1,10.00,207,"northern Mid-Atlantic Ridge"
ak,10486569,1,"Tuesday, June  5, 2012 00:29:20 UTC",64.1391,-149.9723,1.2,14.60,14,"Central Alaska"
nm,060612a,A,"Tuesday, June  5, 2012 00:05:00 UTC",36.4814,-89.5633,1.5,9.40,21,"southeastern Missouri"
ci,15159377,2,"Monday, June  4, 2012 23:40:18 UTC",35.0297,-117.6802,1.6,0.00,15,"Southern California"
ci,15159369,2,"Monday, June  4, 2012 23:23:15 UTC",33.4803,-116.5928,1.9,11.90,50,"Southern California"
ak,10486540,1,"Monday, June  4, 2012 23:23:11 UTC",64.6399,-149.2643,1.3,10.70,11,"Central Alaska"
nc,71796731,2,"Monday, June  4, 2012 23:13:52 UTC",37.7220,-122.4210,1.1,2.50, 8,"San Francisco Bay area, California"
ak,10486469,1,"Monday, June  4, 2012 22:57:54 UTC",60.5069,-146.9755,1.5,19.20, 7,"Southern Alaska"
uw,60424856,1,"Monday, June  4, 2012 22:56:04 UTC",48.0897,-121.9490,1.6,0.00,13,"Puget Sound region, Washington"
pr,12156005,0,"Monday, June  4, 2012 22:55:07 UTC",18.0531,-66.6796,2.5,16.50,14,"Puerto Rico"
ci,15159353,2,"Monday, June  4, 2012 22:42:14 UTC",32.5682,-115.6970,1.6,8.50,22,"Baja California, Mexico"
nc,71796706,2,"Monday, June  4, 2012 22:40:32 UTC",37.4672,-118.7952,1.0,6.70,10,"Central California"
ci,15159337,2,"Monday, June  4, 2012 21:54:51 UTC",36.0890,-117.8745,1.8,4.00,31,"Central California"
ak,10486370,1,"Monday, June  4, 2012 21:52:52 UTC",63.1843,-151.3348,1.5,13.80, 7,"Central Alaska"
nc,71796616,3,"Monday, June  4, 2012 21:13:57 UTC",38.8328,-122.8017,2.1,2.40,72,"Northern California"
ci,15159313,2,"Monday, June  4, 2012 21:05:21 UTC",36.0870,-117.8713,1.8,4.30,26,"Central California"
nc,71796606,2,"Monday, June  4, 2012 21:01:10 UTC",37.3257,-122.1085,1.4,0.00,19,"San Francisco Bay area, California"
nc,71796601,2,"Monday, June  4, 2012 20:44:00 UTC",39.3432,-123.2167,1.8,4.10,13,"Northern California"
us,b000a6tu,6,"Monday, June  4, 2012 20:38:28 UTC",24.1792,122.2471,4.9,51.10,109,"Taiwan region"
ak,10486328,1,"Monday, June  4, 2012 20:37:10 UTC",59.9065,-151.6461,1.8,62.80,10,"Kenai Peninsula, Alaska"
ci,15159305,2,"Monday, June  4, 2012 20:23:25 UTC",35.4377,-119.9933,1.2,5.10,10,"Central California"
ak,10486316,1,"Monday, June  4, 2012 19:54:19 UTC",61.0948,-150.2727,1.1,41.70, 4,"Southern Alaska"
ak,10486314,1,"Monday, June  4, 2012 19:52:09 UTC",61.1332,-146.9760,1.8,12.30, 5,"Southern Alaska"
uu,06041925,2,"Monday, June  4, 2012 19:25:53 UTC",41.1357,-112.9135,1.5,3.30,15,"Utah"
nc,71796571,2,"Monday, June  4, 2012 19:19:52 UTC",35.4285,-120.5773,1.2,0.00,30,"Central California"
ak,10486286,1,"Monday, June  4, 2012 19:01:54 UTC",65.0042,-147.3212,1.0,0.00, 5,"northern Alaska"
ak,10486277,1,"Monday, June  4, 2012 18:55:30 UTC",60.1848,-152.7658,2.8,206.40,21,"Southern Alaska"
ak,10486264,1,"Monday, June  4, 2012 18:27:51 UTC",61.3386,-149.5613,1.4,26.60, 8,"Southern Alaska"
ak,10486260,1,"Monday, June  4, 2012 18:26:05 UTC",62.6520,-143.1155,1.5,7.50,10,"Central Alaska"
ak,10486258,2,"Monday, June  4, 2012 18:13:43 UTC",61.2010,-146.9024,1.3,0.00, 8,"Southern Alaska"
uu,06041801,2,"Monday, June  4, 2012 18:01:24 UTC",41.1375,-112.9153,1.6,1.20,15,"Utah"
pr,12156004,0,"Monday, June  4, 2012 17:53:21 UTC",18.5918,-68.2328,3.1,137.30, 6,"Mona Passage, Dominican Republic"
nc,71796536,0,"Monday, June  4, 2012 17:47:10 UTC",38.8362,-122.7847,1.1,2.00,18,"Northern California"
uu,06041746,2,"Monday, June  4, 2012 17:46:24 UTC",39.4117,-111.0977,1.4,2.40, 9,"Utah"
us,b000a6k1,6,"Monday, June  4, 2012 16:40:03 UTC",-0.6816,127.6704,5.0,34.90,100,"Halmahera, Indonesia"
ci,15159265,3,"Monday, June  4, 2012 16:36:12 UTC",33.5440,-117.8973,1.6,11.50,23,"Gulf of Santa Catalina, California"
ak,10486201,1,"Monday, June  4, 2012 16:22:16 UTC",60.3513,-151.2743,2.4,74.40,22,"Kenai Peninsula, Alaska"
ak,10486196,1,"Monday, June  4, 2012 16:12:55 UTC",63.5395,-147.6441,1.3,0.00,10,"Central Alaska"
